ID;Parent_ID;Tipo_Organo
6731;6730;SERVICIO DE  CULTURA, JEREZ CAPITAL CULTURAL Y REHABILITACIÓN DE PATRIMONIO HISTÓRICO
6732;6731;DEPARTAMENTO DE CULTURA Y FIESTAS
6733;999999;ÁREA DE GOBIERNO DE ECONOMÍA PRODUCTIVA, HACIENDA Y RRHH
6734;6733;ÁREA DE GOBIERNO DE ECONOMÍA PRODUCTIVA, HACIENDA Y RRHH
6735;6734;ÁREA DE GOBIERNO DE ECONOMÍA PRODUCTIVA, HACIENDA Y RRHH
6736;6735;ÁREA DE GOBIERNO DE ECONOMÍA PRODUCTIVA, HACIENDA Y RRHH
6737;999999;ÁREA DE GOBIERNO DE ECONOMÍA PRODUCTIVA, HACIENDA Y RRHH
6738;6737;DELEGACIÓN DE ECONOMÍA, HACIENDA, PATRIMONIO Y RECURSOS HUMANOS
6739;6738;DELEGACIÓN DE ECONOMÍA, HACIENDA, PATRIMONIO Y RECURSOS HUMANOS
6740;6739;DEPARTAMENTO DE GESTIÓN DE PLANES ESPECIALES
6741;999999;ÁREA DE GOBIERNO DE ECONOMÍA PRODUCTIVA, HACIENDA Y RRHH
6742;6741;DELEGACIÓN DE ECONOMÍA, HACIENDA, PATRIMONIO Y RECURSOS HUMANOS
6743;6742;STAFF
6744;6743;DEPARTAMENTO DE INGRESOS Y RELACIÓN CON ADMINISTRACIONES PÚBLICAS- TESORERIA
6745;999999;ÁREA DE GOBIERNO DE ECONOMÍA PRODUCTIVA, HACIENDA Y RRHH
6746;6745;DELEGACIÓN DE ECONOMÍA, HACIENDA, PATRIMONIO Y RECURSOS HUMANOS
6747;6746;STAFF
6748;6747;DEPARTAMENTO DE INGRESOS Y RELACIÓN CON ADMINISTRACIONES PÚBLICAS- TESORERIA
6749;999999;ÁREA DE GOBIERNO DE ECONOMÍA PRODUCTIVA, HACIENDA Y RRHH
6750;6749;DELEGACIÓN DE ECONOMÍA, HACIENDA, PATRIMONIO Y RECURSOS HUMANOS
6751;6750;STAFF
6752;6751;DEPARTAMENTO DE PAGOS Y PLANIFICACIÓN- TESORERIA
6753;999999;ÁREA DE GOBIERNO DE ECONOMÍA PRODUCTIVA, HACIENDA Y RRHH
6754;6753;DELEGACIÓN DE ECONOMÍA, HACIENDA, PATRIMONIO Y RECURSOS HUMANOS
6755;6754;STAFF
6756;6755;DEPARTAMENTO DE SERVICIOS Y RECURSOS
6757;999999;ÁREA DE GOBIERNO DE ECONOMÍA PRODUCTIVA, HACIENDA Y RRHH
6758;6757;DELEGACIÓN DE ECONOMÍA, HACIENDA, PATRIMONIO Y RECURSOS HUMANOS
6759;6758;STAFF
6760;6759;INTERVENCIÓN
6761;999999;ÁREA DE GOBIERNO DE ECONOMÍA PRODUCTIVA, HACIENDA Y RRHH
6762;6761;DELEGACIÓN DE ECONOMÍA, HACIENDA, PATRIMONIO Y RECURSOS HUMANOS
6763;6762;STAFF
6764;6763;DEPARTAMENTO DE CONTROL Y FISCALIZACIÓN- INTERVENCIÓN
6765;999999;ÁREA DE GOBIERNO DE ECONOMÍA PRODUCTIVA, HACIENDA Y RRHH
6766;6765;DELEGACIÓN DE ECONOMÍA, HACIENDA, PATRIMONIO Y RECURSOS HUMANOS
6767;6766;STAFF
6768;6767;DEPARTAMENTO DE CONTABILIDAD LOCAL- INTERVENCIÓN
6769;999999;ÁREA DE GOBIERNO DE ECONOMÍA PRODUCTIVA, HACIENDA Y RRHH
6770;6769;DELEGACIÓN DE ECONOMÍA, HACIENDA, PATRIMONIO Y RECURSOS HUMANOS
6771;6770;STAFF
6772;6771;DEPARTAMENTO DE CONTABILIDAD LOCAL- INTERVENCIÓN
6773;999999;ÁREA DE GOBIERNO DE ECONOMÍA PRODUCTIVA, HACIENDA Y RRHH
6774;6773;DELEGACIÓN DE ECONOMÍA, HACIENDA, PATRIMONIO Y RECURSOS HUMANOS
6775;6774;SERVICIO DE RECURSOS HUMANOS
6776;6775;DEPARTAMENTO DE NÓMINA Y ADMINISTRACIÓN DE PERSONAL
6777;999999;ÁREA DE GOBIERNO DE ECONOMÍA PRODUCTIVA, HACIENDA Y RRHH
6778;6777;DELEGACIÓN DE ECONOMÍA, HACIENDA, PATRIMONIO Y RECURSOS HUMANOS
6779;6778;SERVICIO DE RECURSOS HUMANOS
6780;6779;DEPARTAMENTO DE NÓMINA Y ADMINISTRACIÓN DE PERSONAL
6781;999999;ÁREA DE GOBIERNO DE ECONOMÍA PRODUCTIVA, HACIENDA Y RRHH
6782;6781;DELEGACIÓN DE ECONOMÍA, HACIENDA, PATRIMONIO Y RECURSOS HUMANOS
6783;6782;SERVICIO ECONÓMICO FINANCIERO
6784;6783;DEPARTAMENTO DE OFICINA PRESUPUESTARIA
6785;999999;ÁREA DE GOBIERNO DE ECONOMÍA PRODUCTIVA, HACIENDA Y RRHH
6786;6785;DELEGACIÓN DE ECONOMÍA, HACIENDA, PATRIMONIO Y RECURSOS HUMANOS
6787;6786;SERVICIOS TRIBUTARIOS
6788;6787;DEPARTAMENTO DE GESTIÓN CENSAL, CATASTRAL Y TRIBUTARIA
6789;999999;ÁREA DE GOBIERNO DE ECONOMÍA PRODUCTIVA, HACIENDA Y RRHH
6790;6789;DELEGACIÓN DE ECONOMÍA, HACIENDA, PATRIMONIO Y RECURSOS HUMANOS
6791;6790;SERVICIOS TRIBUTARIOS
6792;6791;DEPARTAMENTO DE GESTIÓN CENSAL, CATASTRAL Y TRIBUTARIA
6793;999999;ÁREA DE GOBIERNO DE ECONOMÍA PRODUCTIVA, HACIENDA Y RRHH
6794;6793;DELEGACIÓN DE ECONOMÍA, HACIENDA, PATRIMONIO Y RECURSOS HUMANOS
6795;6794;SERVICIOS TRIBUTARIOS
6796;6795;DEPARTAMENTO DE ATENCIÓN TRIBUTARIA Y GESTIÓN DOCUMENTAL
6797;999999;ÁREA DE GOBIERNO DE ECONOMÍA PRODUCTIVA, HACIENDA Y RRHH
6798;6797;DELEGACIÓN DE ECONOMÍA, HACIENDA, PATRIMONIO Y RECURSOS HUMANOS
6799;6798;SERVICIO DE CONTRATACIÓN
6800;6799;SERVICIO DE CONTRATACIÓN
6801;999999;ÁREA DE GOBIERNO DE ECONOMÍA PRODUCTIVA, HACIENDA Y RRHH
6802;6801;DELEGACIÓN DE REACTIVACIÓN ECONÓMICA, CAPTACION DE INVERSIONES, EDUCACIÓN Y EMPLEO
6803;6802;SERVICIO DE REACTIVACIÓN ECONÓMICA, CAPTACIÓN DE INVERSIONES, EDUCACIÓN Y EMPLEO
6804;6803;SERVICIO DE REACTIVACIÓN ECONÓMICA, CAPTACIÓN DE INVERSIONES, EDUCACIÓN Y EMPLEO
6805;999999;ÁREA DE GOBIERNO DE ECONOMÍA PRODUCTIVA, HACIENDA Y RRHH
6806;6805;DELEGACIÓN DE TURISMO, COMERCIO Y CONSUMO
6807;6806;SERVICIO DE TURISMO, COMERCIO Y CONSUMO
6808;6807;SERVICIO DE TURISMO, COMERCIO Y CONSUMO
6809;999999;ÁREA DE GOBIERNO DE ECONOMÍA PRODUCTIVA, HACIENDA Y RRHH
6810;6809;SERVICIO DE TURISMO, COMERCIO Y CONSUMO
6811;6810;DEPARTAMENTO DE TURISMO
6812;999999;ÁREA DE GOBIERNO DE ECONOMÍA PRODUCTIVA, HACIENDA Y RRHH
6813;6812;DELEGACIÓN DE DEPORTES Y MEDIO RURAL
6814;6813;SERVICIO DE PROMOCIÓN E INSTALACIONES DEPORTIVAS
6815;6814;DEPARTAMENTO GESTIÓN DE INSTALACIONES DEPORTIVAS Y PLANIFICACIÓN
6816;999999;ÁREA DE GOBIERNO DE ECONOMÍA PRODUCTIVA, HACIENDA Y RRHH
6817;6816;DELEGACIÓN DE DEPORTES Y MEDIO RURAL
6818;6817;SERVICIO DE PROMOCIÓN E INSTALACIONES DEPORTIVAS
6819;6818;DEPARTAMENTO GESTIÓN DE INSTALACIONES DEPORTIVAS Y PLANIFICACIÓN
6820;999999;ÁREA DE GOBIERNO DE ECONOMÍA PRODUCTIVA, HACIENDA Y RRHH
6821;6820;DELEGACIÓN DE DEPORTES Y MEDIO RURAL
6822;6821;SERVICIO DE PROMOCIÓN E INSTALACIONES DEPORTIVAS
6823;6822;DEPARTAMENTO DE PROMOCIÓN DEPORTIVA
6824;999999;ÁREA DE GOBIERNO DE ECONOMÍA PRODUCTIVA, HACIENDA Y RRHH
6825;6824;DELEGACIÓN DE DEPORTES Y MEDIO RURAL
6826;6825;STAFF
6827;6826;STAFF
6828;999999;ÁREA DE GOBIERNO DE ECONOMÍA PRODUCTIVA, HACIENDA Y RRHH
6829;6828;DELEGACIÓN DE DEPORTES Y MEDIO RURAL
6830;6829;STAFF
6831;6830;DEPARTAMENTO DE MEDIO RURAL Y COLABORACION CON LAS ELAs
6832;999999;ÁREA DE GOBIERNO DE ORDENACIÓN DEL TERRITORIO,  INFRAESTRUCTURAS Y DESARROLLO SOSTENIBLE
6833;6832;ÁREA DE GOBIERNO DE ORDENACIÓN DEL TERRITORIO,  INFRAESTRUCTURAS Y DESARROLLO SOSTENIBLE
6834;6833;ÁREA DE GOBIERNO DE ORDENACIÓN DEL TERRITORIO,  INFRAESTRUCTURAS Y DESARROLLO SOSTENIBLE
6835;6834;ÁREA DE GOBIERNO DE ORDENACIÓN DEL TERRITORIO,  INFRAESTRUCTURAS Y DESARROLLO SOSTENIBLE
6836;999999;ÁREA DE GOBIERNO DE ORDENACIÓN DEL TERRITORIO,  INFRAESTRUCTURAS Y DESARROLLO SOSTENIBLE
6837;6836;DELEGACIÓN DE URBANISMO INFRAESTRUCTURAS Y MEDIO AMBIENTE
6838;6837;SERVICIO DE LA VIA PÚBLICA Y SERVICIOS MUNICIPALES
6839;6838;SERVICIO DE LA VIA PÚBLICA Y SERVICIOS MUNICIPALES
6840;999999;ÁREA DE GOBIERNO DE ORDENACIÓN DEL TERRITORIO,  INFRAESTRUCTURAS Y DESARROLLO SOSTENIBLE
6841;6840;DELEGACIÓN DE URBANISMO INFRAESTRUCTURAS Y MEDIO AMBIENTE
6842;6841;SERVICIO DE LA VIA PÚBLICA Y SERVICIOS MUNICIPALES
6843;6842;JEFE/A DE UNIDAD DE GESTIÓN INTERNA-INFRAESTRUCTURA
6844;999999;ÁREA DE GOBIERNO DE ORDENACIÓN DEL TERRITORIO,  INFRAESTRUCTURAS Y DESARROLLO SOSTENIBLE
6845;6844;DELEGACIÓN DE URBANISMO INFRAESTRUCTURAS Y MEDIO AMBIENTE
6846;6845;SERVICIO DE LA VIA PÚBLICA Y SERVICIOS MUNICIPALES
6847;6846;DEPARTAMENTO DE INSTALACIONES Y SERVICIOS
6848;999999;ÁREA DE GOBIERNO DE ORDENACIÓN DEL TERRITORIO,  INFRAESTRUCTURAS Y DESARROLLO SOSTENIBLE
6849;6848;DELEGACIÓN DE URBANISMO INFRAESTRUCTURAS Y MEDIO AMBIENTE
6850;6849;SERVICIO DE MANTENIMIENTO DE DEPENDENCIAS MUNICIPALES Y CENTROS EDUCATIVOS
6851;6850;DEPARTAMENTO DE MANTENIMIENTO Y DEPENDENCIAS MUNICIPALES
6852;999999;ÁREA DE GOBIERNO DE ORDENACIÓN DEL TERRITORIO,  INFRAESTRUCTURAS Y DESARROLLO SOSTENIBLE
6853;6852;DELEGACIÓN DE URBANISMO INFRAESTRUCTURAS Y MEDIO AMBIENTE
6854;6853;SERVICIO DE MANTENIMIENTO DE DEPENDENCIAS MUNICIPALES Y CENTROS EDUCATIVOS
6855;6854;DEPARTAMENTO DE MANTENIMIENTO Y DEPENDENCIAS MUNICIPALES
6856;999999;ÁREA DE GOBIERNO DE ORDENACIÓN DEL TERRITORIO,  INFRAESTRUCTURAS Y DESARROLLO SOSTENIBLE
6857;6856;DELEGACIÓN DE URBANISMO INFRAESTRUCTURAS Y MEDIO AMBIENTE
6858;6857;SERVICIO DE GESTIÓN DE MEDIO AMBIENTE
6859;6858;SERVICIO DE GESTIÓN DE MEDIO AMBIENTE
6860;999999;ÁREA DE GOBIERNO DE ORDENACIÓN DEL TERRITORIO,  INFRAESTRUCTURAS Y DESARROLLO SOSTENIBLE
6861;6860;DELEGACIÓN DE URBANISMO INFRAESTRUCTURAS Y MEDIO AMBIENTE
6862;6861;SERVICIO DE GESTIÓN DE MEDIO AMBIENTE
6863;6862;DEPARTAMENTO DE ESPACIOS PÚBLICOS
6864;999999;ÁREA DE GOBIERNO DE ORDENACIÓN DEL TERRITORIO,  INFRAESTRUCTURAS Y DESARROLLO SOSTENIBLE
6865;6864;DELEGACIÓN DE URBANISMO INFRAESTRUCTURAS Y MEDIO AMBIENTE
6866;6865;SERVICIO DE GESTIÓN DE MEDIO AMBIENTE
6867;6866;DEPARTAMENTO DE GESTIÓN INTEGRAL DE RESIDUOS URBANOS
6868;999999;ÁREA DE GOBIERNO DE ORDENACIÓN DEL TERRITORIO,  INFRAESTRUCTURAS Y DESARROLLO SOSTENIBLE
6869;6868;DELEGACIÓN DE URBANISMO INFRAESTRUCTURAS Y MEDIO AMBIENTE
6870;6869;SERVICIO DE GESTIÓN DE MEDIO AMBIENTE
6871;6870;DEPARTAMENTO DE GESTIÓN MEDIOAMBIENTAL
6872;999999;ÁREA DE GOBIERNO DE ORDENACIÓN DEL TERRITORIO,  INFRAESTRUCTURAS Y DESARROLLO SOSTENIBLE
6873;6872;DELEGACIÓN DE SEGURIDAD CIUDADANA, MOVILIDAD, PROTECCIÓN Y BIENESTAR ANIMAL
6874;6873;SERVICIO DE MOVILIDAD Y FIESTAS
6875;6874;DEPARTAMENTO DE TRANSPORTE PÚBLICO Y CIRCULACION
6876;999999;ÁREA DE GOBIERNO DE ORDENACIÓN DEL TERRITORIO,  INFRAESTRUCTURAS Y DESARROLLO SOSTENIBLE
6877;6876;DELEGACIÓN DE SEGURIDAD CIUDADANA, MOVILIDAD, PROTECCIÓN Y BIENESTAR ANIMAL
6878;6877;SERVICIO DE MOVILIDAD Y FIESTAS
6879;6878;DEPARTAMENTO DE TRANSPORTE PÚBLICO Y CIRCULACION
6880;999999;ÁREA DE GOBIERNO DE ORDENACIÓN DEL TERRITORIO,  INFRAESTRUCTURAS Y DESARROLLO SOSTENIBLE
6881;6880;DELEGACIÓN DE SEGURIDAD CIUDADANA, MOVILIDAD, PROTECCIÓN Y BIENESTAR ANIMAL
6882;6881;SERVICIO DE MOVILIDAD Y FIESTAS
6883;6882;DEPARTAMENTO DE TRANSPORTE PÚBLICO Y CIRCULACION
6884;999999;ÁREA DE GOBIERNO DE ORDENACIÓN DEL TERRITORIO,  INFRAESTRUCTURAS Y DESARROLLO SOSTENIBLE
6885;6884;DELEGACIÓN DE SEGURIDAD CIUDADANA, MOVILIDAD, PROTECCIÓN Y BIENESTAR ANIMAL
6886;6885;SERVICIO DE MOVILIDAD Y FIESTAS
6887;6886;DEPARTAMENTO DE TRANSPORTE PÚBLICO Y CIRCULACION
6888;999999;ÁREA DE GOBIERNO DE ORDENACIÓN DEL TERRITORIO,  INFRAESTRUCTURAS Y DESARROLLO SOSTENIBLE
6889;6888;DELEGACIÓN DE SEGURIDAD CIUDADANA, MOVILIDAD, PROTECCIÓN Y BIENESTAR ANIMAL
6890;6889;SERVICIO DE MOVILIDAD Y FIESTAS
6891;6890;DEPARTAMENTO DE FIESTAS MAYORES Y EVENTOS
6892;999999;ÁREA DE GOBIERNO DE ORDENACIÓN DEL TERRITORIO,  INFRAESTRUCTURAS Y DESARROLLO SOSTENIBLE
6893;6892;DELEGACIÓN DE SEGURIDAD CIUDADANA, MOVILIDAD, PROTECCIÓN Y BIENESTAR ANIMAL
6894;6893;SERVICIO DE MOVILIDAD Y FIESTAS
6895;6894;DEPARTAMENTO DE FIESTAS MAYORES Y EVENTOS
6896;999999;ÁREA DE GOBIERNO DE ORDENACIÓN DEL TERRITORIO,  INFRAESTRUCTURAS Y DESARROLLO SOSTENIBLE
6897;6896;DELEGACIÓN DE SEGURIDAD CIUDADANA, MOVILIDAD, PROTECCIÓN Y BIENESTAR ANIMAL
6898;6897;SERVICIO DE MOVILIDAD Y FIESTAS
6899;6898;DEPARTAMENTO DE FIESTAS MAYORES Y EVENTOS
6900;999999;ÁREA DE GOBIERNO DE ORDENACIÓN DEL TERRITORIO,  INFRAESTRUCTURAS Y DESARROLLO SOSTENIBLE
6901;6900;DELEGACIÓN DE SEGURIDAD CIUDADANA, MOVILIDAD, PROTECCIÓN Y BIENESTAR ANIMAL
6902;6901;SERVICIO DE MOVILIDAD Y FIESTAS
6903;6902;DEPARTAMENTO DE FIESTAS MAYORES Y EVENTOS
6904;999999;ÁREA DE GOBIERNO DE ORDENACIÓN DEL TERRITORIO,  INFRAESTRUCTURAS Y DESARROLLO SOSTENIBLE
6905;6904;DELEGACIÓN DE SEGURIDAD CIUDADANA, MOVILIDAD, PROTECCIÓN Y BIENESTAR ANIMAL
6906;6905;SERVICIO DE PROTECCIÓN Y BIENESTAR ANIMAL
6907;6906;SERVICIO DE PROTECCIÓN Y BIENESTAR ANIMAL
6908;999999;ÁREA DE GOBIERNO DE ORDENACIÓN DEL TERRITORIO,  INFRAESTRUCTURAS Y DESARROLLO SOSTENIBLE
6909;6908;DELEGACIÓN DE SEGURIDAD CIUDADANA, MOVILIDAD, PROTECCIÓN Y BIENESTAR ANIMAL
6910;6909;SEGURIDAD CIUDADANA
6911;6910;SEGURIDAD CIUDADANA
6912;999999;ÁREA DE GOBIERNO DE ORDENACIÓN DEL TERRITORIO,  INFRAESTRUCTURAS Y DESARROLLO SOSTENIBLE
6913;6912;DELEGACIÓN DE SEGURIDAD CIUDADANA, MOVILIDAD, PROTECCIÓN Y BIENESTAR ANIMAL
6914;6913;SEGURIDAD CIUDADANA
6915;6914;CUERPO DE POLICIA
6916;999999;ÁREA DE GOBIERNO DE ORDENACIÓN DEL TERRITORIO,  INFRAESTRUCTURAS Y DESARROLLO SOSTENIBLE
6917;6916;DELEGACIÓN DE SEGURIDAD CIUDADANA, MOVILIDAD, PROTECCIÓN Y BIENESTAR ANIMAL
6918;6917;SEGURIDAD CIUDADANA
6919;6918;CUERPO DE POLICIA
6920;999999;ÁREA DE GOBIERNO DE ORDENACIÓN DEL TERRITORIO,  INFRAESTRUCTURAS Y DESARROLLO SOSTENIBLE
6921;6920;DELEGACIÓN DE SEGURIDAD CIUDADANA, MOVILIDAD, PROTECCIÓN Y BIENESTAR ANIMAL
6922;6921;SEGURIDAD CIUDADANA
6923;6922;CUERPO DE POLICIA
6924;999999;ÁREA DE GOBIERNO DE ACCIÓN SOCIAL Y POLÍTICAS INCLUSIVAS
6925;6924;DELEGACIÓN DE ACCIÓN SOCIAL Y MAYORES
6926;6925;SERVICIO DE ACCIÓN SOCIAL Y MAYORES
6927;6926;SERVICIO DE ACCIÓN SOCIAL Y MAYORES
6928;999999;ÁREA DE GOBIERNO DE ACCIÓN SOCIAL Y POLÍTICAS INCLUSIVAS
6929;6928;DELEGACIÓN DE ACCIÓN SOCIAL Y MAYORES
6930;6929;SERVICIO DE ACCIÓN SOCIAL Y MAYORES
6931;6930;DEPARTAMENTO DE DEPENDENCIA, DISCAPACIDAD Y ATENCIÓN AL MAYOR
6932;999999;ÁREA DE GOBIERNO DE ACCIÓN SOCIAL Y POLÍTICAS INCLUSIVAS
6933;6932;DELEGACIÓN DE ACCIÓN SOCIAL Y MAYORES
6934;6933;SERVICIO DE ACCIÓN SOCIAL Y MAYORES
6935;6934;DEPARTAMENTO DE DEPENDENCIA, DISCAPACIDAD Y ATENCIÓN AL MAYOR
6936;999999;ÁREA DE GOBIERNO DE ACCIÓN SOCIAL Y POLÍTICAS INCLUSIVAS
6937;6936;DELEGACIÓN DE ACCIÓN SOCIAL Y MAYORES
6938;6937;SERVICIO DE ACCIÓN SOCIAL Y MAYORES
6939;6938;DEPARTAMENTO DE INCLUSIÓN SOCIAL E INMIGRACIÓN
6940;999999;ÁREA DE GOBIERNO DE ACCIÓN SOCIAL Y POLÍTICAS INCLUSIVAS
6941;6940;DELEGACIÓN DE ACCIÓN SOCIAL Y MAYORES
6942;6941;SERVICIO DE ACCIÓN SOCIAL Y MAYORES
6943;6942;DEPARTAMENTO DE INCLUSIÓN SOCIAL E INMIGRACIÓN
6944;999999;ÁREA DE GOBIERNO DE ACCIÓN SOCIAL Y POLÍTICAS INCLUSIVAS
6945;6944;DELEGACIÓN DE ACCIÓN SOCIAL Y MAYORES
6946;6945;SERVICIO DE ACCIÓN SOCIAL Y MAYORES
6947;6946;DEPARTAMENTO  DE ATENCIÓN A LA INFANCIA Y ADOLESCENCIA
6948;999999;ÁREA DE GOBIERNO DE ACCIÓN SOCIAL Y POLÍTICAS INCLUSIVAS
6949;6948;DELEGACIÓN DE ACCIÓN SOCIAL Y MAYORES
6950;6949;SERVICIO DE ACCIÓN SOCIAL Y MAYORES
6951;6950;DEPARTAMENTO  DE ATENCIÓN A LA INFANCIA Y ADOLESCENCIA
6952;999999;ÁREA DE GOBIERNO DE ACCIÓN SOCIAL Y POLÍTICAS INCLUSIVAS
6953;6952;DELEGACIÓN DE ACCIÓN SOCIAL Y MAYORES
6954;6953;SERVICIO DE ACCIÓN SOCIAL Y MAYORES
6955;6954;DEPARTAMENTO DE  ACCIÓN COMUNITARIA Y ACOGIDA
6956;999999;ÁREA DE GOBIERNO DE ACCIÓN SOCIAL Y POLÍTICAS INCLUSIVAS
6957;6956;DELEGACIÓN DE ACCIÓN SOCIAL Y MAYORES
6958;6957;SERVICIO DE ACCIÓN SOCIAL Y MAYORES
6959;6958;DEPARTAMENTO DE  ACCIÓN COMUNITARIA Y ACOGIDA
6960;999999;ÁREA DE GOBIERNO DE ACCIÓN SOCIAL Y POLÍTICAS INCLUSIVAS
6961;6960;DELEGACIÓN DE IGUALDAD, POLÍTICAS DE JUVENTUD E INFANCIA, DIVERSIDAD Y VIVIENDA Y COORDINACIÓN DE DISTRITOS
6962;6961;SERVICIO DE IGUALDAD, POLÍTICAS DE JUVENTUD E INFANCIA
6963;6962;DEPARTAMENTO DE IGUALDAD Y DIVERSIDAD
6964;999999;ÁREA DE GOBIERNO DE ACCIÓN SOCIAL Y POLÍTICAS INCLUSIVAS
6965;6964;DELEGACIÓN DE IGUALDAD, POLÍTICAS DE JUVENTUD E INFANCIA, DIVERSIDAD Y VIVIENDA Y COORDINACIÓN DE DISTRITOS
6966;6965;SERVICIO DE IGUALDAD, POLÍTICAS DE JUVENTUD E INFANCIA
6967;6966;DEPARTAMENTO DE PREVENCIÓN Y ATENCIÓN EN VIOLENCIA DE GÉNERO
6968;999999;ÁREA DE GOBIERNO DE ACCIÓN SOCIAL Y POLÍTICAS INCLUSIVAS
6969;6968;DELEGACIÓN DE IGUALDAD, POLÍTICAS DE JUVENTUD E INFANCIA, DIVERSIDAD Y VIVIENDA Y COORDINACIÓN DE DISTRITOS
6970;6969;SERVICIO DE IGUALDAD, POLÍTICAS DE JUVENTUD E INFANCIA
6971;6970;DEPARTAMENTO DE PREVENCIÓN Y ATENCIÓN EN VIOLENCIA DE GÉNERO
6972;999999;ÁREA DE GOBIERNO DE ACCIÓN SOCIAL Y POLÍTICAS INCLUSIVAS
6973;6972;DELEGACIÓN DE IGUALDAD, POLÍTICAS DE JUVENTUD E INFANCIA, DIVERSIDAD Y VIVIENDA Y COORDINACIÓN DE DISTRITOS
6974;6973;SERVICIO DE PARTICIPACIÓN CIUDADANA, DISTRITOS Y VIVIENDA
6975;6974;SERVICIO DE PARTICIPACIÓN CIUDADANA, DISTRITOS Y VIVIENDA
6976;999999;ÁREA DE GOBIERNO DE DINAMIZACIÓN CULTURAL Y PATRIMONIO HISTÓRICO
6977;6976;DELEGACIÓN DE CULTURA, JEREZ CAPITAL CULTURAL Y REHABILITACIÓN DEL PATRIMONIO HISTÓRICO
6978;6977;SERVICIO DE  CULTURA, JEREZ CAPITAL CULTURAL Y REHABILITACIÓN DE PATRIMONIO HISTÓRICO
6979;6978;DEPARTAMENTO DE CULTURA Y FIESTAS
6980;999999;ÁREA DE GOBIERNO DE DINAMIZACIÓN CULTURAL Y PATRIMONIO HISTÓRICO
6981;6980;DELEGACIÓN DE CULTURA, JEREZ CAPITAL CULTURAL Y REHABILITACIÓN DEL PATRIMONIO HISTÓRICO
6982;6981;SERVICIO DE  CULTURA, JEREZ CAPITAL CULTURAL Y REHABILITACIÓN DE PATRIMONIO HISTÓRICO
6983;6982;DEPARTAMENTO DE CULTURA Y FIESTAS
6984;999999;ÁREA DE GOBIERNO DE DINAMIZACIÓN CULTURAL Y PATRIMONIO HISTÓRICO
6985;6984;DELEGACIÓN DE CULTURA, JEREZ CAPITAL CULTURAL Y REHABILITACIÓN DEL PATRIMONIO HISTÓRICO
6986;6985;SERVICIO DE  CULTURA, JEREZ CAPITAL CULTURAL Y REHABILITACIÓN DE PATRIMONIO HISTÓRICO
6987;6986;DEPARTAMENTO DE GESTIÓN DE PATRIMONIO HISTÓRICO
6988;999999;ÁREA DE GOBIERNO DE DINAMIZACIÓN CULTURAL Y PATRIMONIO HISTÓRICO
6989;6988;DELEGACIÓN DE CULTURA, JEREZ CAPITAL CULTURAL Y REHABILITACIÓN DEL PATRIMONIO HISTÓRICO
6990;6989;SERVICIO DE  CULTURA, JEREZ CAPITAL CULTURAL Y REHABILITACIÓN DE PATRIMONIO HISTÓRICO
6991;6990;DEPARTAMENTO DE GESTIÓN DE PATRIMONIO HISTÓRICO
6992;999999;ÁREA DE GOBIERNO DE ORDENACIÓN DEL TERRITORIO,  INFRAESTRUCTURAS Y DESARROLLO SOSTENIBLE
6993;6992;DELEGACIÓN DE URBANISMO INFRAESTRUCTURAS Y MEDIO AMBIENTE
6994;6993;DELEGACIÓN DE URBANISMO INFRAESTRUCTURAS Y MEDIO AMBIENTE
6995;6994;DELEGACIÓN DE URBANISMO INFRAESTRUCTURAS Y MEDIO AMBIENTE
6996;999999;ÁREA DE GOBIERNO DE ORDENACIÓN DEL TERRITORIO,  INFRAESTRUCTURAS Y DESARROLLO SOSTENIBLE
6997;6996;DELEGACIÓN DE URBANISMO INFRAESTRUCTURAS Y MEDIO AMBIENTE
6998;6997;SERVICIO DE GESTIÓN DEL PROCESO URBANÍSTICO
6999;6998;SERVICIO DE GESTIÓN DEL PROCESO URBANÍSTICO
7000;999999;ÁREA DE GOBIERNO DE ORDENACIÓN DEL TERRITORIO,  INFRAESTRUCTURAS Y DESARROLLO SOSTENIBLE
7001;7000;DELEGACIÓN DE URBANISMO INFRAESTRUCTURAS Y MEDIO AMBIENTE
7002;7001;SERVICIO DE GESTIÓN DEL PROCESO URBANÍSTICO
7003;7002;SERVICIO DE GESTIÓN DEL PROCESO URBANÍSTICO
7004;999999;ÁREA DE GOBIERNO DE ORDENACIÓN DEL TERRITORIO,  INFRAESTRUCTURAS Y DESARROLLO SOSTENIBLE
7005;7004;DELEGACIÓN DE URBANISMO INFRAESTRUCTURAS Y MEDIO AMBIENTE
7006;7005;SERVICIO DE GESTIÓN DEL PROCESO URBANÍSTICO
7007;7006;SERVICIO DE GESTIÓN DEL PROCESO URBANÍSTICO
7008;999999;ÁREA DE GOBIERNO DE ORDENACIÓN DEL TERRITORIO,  INFRAESTRUCTURAS Y DESARROLLO SOSTENIBLE
7009;7008;DELEGACIÓN DE URBANISMO INFRAESTRUCTURAS Y MEDIO AMBIENTE
7010;7009;SERVICIO DE GESTIÓN DEL PROCESO URBANÍSTICO
7011;7010;DEPARTAMENTO DE URBANIZACIÓN
7012;999999;ÁREA DE GOBIERNO DE ORDENACIÓN DEL TERRITORIO,  INFRAESTRUCTURAS Y DESARROLLO SOSTENIBLE
7013;7012;DELEGACIÓN DE URBANISMO INFRAESTRUCTURAS Y MEDIO AMBIENTE
7014;7013;SERVICIO DE CONTROL DE EJECUCIÓN DE LA EDIFICACIÓN
