"areaGobierno","delegacion","servicio","departamento","nivelPuesto","zz","nombrePuesto","tipoPuesto","tipoPersonal","formaProvision","adscripciongrupos","adcripcionescalas","nivelComplementoDestino","complementoEspecificoEuros","observaciones","requisitos","situacion"
"ÁREA DE GOBIERNO DE ORDENACIÓN DEL TERRITORIO,  INFRAESTRUCTURAS Y DESARROLLO SOSTENIBLE","DELEGACIÓN DE SEGURIDAD CIUDADANA, MOVILIDAD, PROTECCIÓN Y BIENESTAR ANIMAL","SERVICIO DE PROTECCIÓN Y BIENESTAR ANIMAL","DEPARTAMENTO DE GESTIÓN, CONSERVACIÓN E INVESTIGACIÓN","TS","TS021","VETERINARIO/A","NS","F/L","C","A1","A.E.",22475,18841,"AERL","TA21",
"ÁREA DE GOBIERNO DE ECONOMÍA PRODUCTIVA, HACIENDA Y RRHH","DELEGACIÓN DE ECONOMÍA, HACIENDA, PATRIMONIO Y RECURSOS HUMANOS","STAFF ECONOMIA","DEPARTAMENTO FINANCIERO Y CONTROL TESORERIA","JU","JU018","JEFE/A DE UNIDAD DE GESTIÓN FINANCIERA Y CONTROL TESORERIA","S","F","C","C1","A.G./A.E.",20495,19349," ",,"VACANTE"
"ÁREA DE GOBIERNO DE ECONOMÍA PRODUCTIVA, HACIENDA Y RRHH","DELEGACIÓN DE ECONOMÍA, HACIENDA, PATRIMONIO Y RECURSOS HUMANOS","STAFF ECONOMIA","DEPARTAMENTO FINANCIERO Y CONTROL TESORERIA","JU","JU146","JEFE/A DE UNIDAD DE RELACIONES CON ENTIDADES BANCARIAS Y CONCILIACIÓN DE ORDINALES TESORERIA","S","F/L","C","C1","A.G./A.E.",20495,19349,"AERL",,"VACANTE"
"ÁREA DE GOBIERNO DE ORDENACIÓN DEL TERRITORIO,  INFRAESTRUCTURAS Y DESARROLLO SOSTENIBLE","DELEGACIÓN DE SEGURIDAD CIUDADANA, MOVILIDAD, PROTECCIÓN Y BIENESTAR ANIMAL","SEGURIDAD CIUDADANA","CUERPO DE POLICIA","CP","CP008","POLICÍA LOCAL","NS","F","C","C1","A.E.",21490,19436,,"TA0",
"ÁREA DE GOBIERNO DE ORDENACIÓN DEL TERRITORIO,  INFRAESTRUCTURAS Y DESARROLLO SOSTENIBLE","DELEGACIÓN DE SEGURIDAD CIUDADANA, MOVILIDAD, PROTECCIÓN Y BIENESTAR ANIMAL","SEGURIDAD CIUDADANA","CUERPO DE POLICIA","CP","CP008","POLICÍA LOCAL","NS","F","C","C1","A.E.",21490,19436,,"TA0",
"ÁREA DE GOBIERNO DE ORDENACIÓN DEL TERRITORIO,  INFRAESTRUCTURAS Y DESARROLLO SOSTENIBLE","DELEGACIÓN DE SEGURIDAD CIUDADANA, MOVILIDAD, PROTECCIÓN Y BIENESTAR ANIMAL","SEGURIDAD CIUDADANA","CUERPO DE POLICIA","CP","CP008","POLICÍA LOCAL","NS","F","C","C1","A.E.",21490,19436,,"TA0",
"ÁREA DE GOBIERNO DE ORDENACIÓN DEL TERRITORIO,  INFRAESTRUCTURAS Y DESARROLLO SOSTENIBLE","DELEGACIÓN DE SEGURIDAD CIUDADANA, MOVILIDAD, PROTECCIÓN Y BIENESTAR ANIMAL","SEGURIDAD CIUDADANA","CUERPO DE POLICIA","CP","CP008","POLICÍA LOCAL","NS","F","C","C1","A.E.",21490,19436,,"TA0",
"ÁREA DE GOBIERNO DE ORDENACIÓN DEL TERRITORIO,  INFRAESTRUCTURAS Y DESARROLLO SOSTENIBLE","DELEGACIÓN DE SEGURIDAD CIUDADANA, MOVILIDAD, PROTECCIÓN Y BIENESTAR ANIMAL","SEGURIDAD CIUDADANA","CUERPO DE POLICIA","CP","CP008","POLICÍA LOCAL","NS","F","C","C1","A.E.",21490,19436,,"TA0",
"ÁREA DE GOBIERNO DE ORDENACIÓN DEL TERRITORIO,  INFRAESTRUCTURAS Y DESARROLLO SOSTENIBLE","DELEGACIÓN DE SEGURIDAD CIUDADANA, MOVILIDAD, PROTECCIÓN Y BIENESTAR ANIMAL","SEGURIDAD CIUDADANA","CUERPO DE POLICIA","CP","CP008","POLICÍA LOCAL","NS","F","C","C1","A.E.",21490,19436,,"TA0",
"ÁREA DE GOBIERNO DE ORDENACIÓN DEL TERRITORIO,  INFRAESTRUCTURAS Y DESARROLLO SOSTENIBLE","DELEGACIÓN DE SEGURIDAD CIUDADANA, MOVILIDAD, PROTECCIÓN Y BIENESTAR ANIMAL","SEGURIDAD CIUDADANA","CUERPO DE POLICIA","CP","CP008","POLICÍA LOCAL","NS","F","C","C1","A.E.",21490,19436,,"TA0",
"ÁREA DE GOBIERNO DE ORDENACIÓN DEL TERRITORIO,  INFRAESTRUCTURAS Y DESARROLLO SOSTENIBLE","DELEGACIÓN DE SEGURIDAD CIUDADANA, MOVILIDAD, PROTECCIÓN Y BIENESTAR ANIMAL","SEGURIDAD CIUDADANA","CUERPO DE POLICIA","CP","CP008","POLICÍA LOCAL","NS","F","C","C1","A.E.",21490,19436,,"TA0",
"ÁREA DE GOBIERNO DE ORDENACIÓN DEL TERRITORIO,  INFRAESTRUCTURAS Y DESARROLLO SOSTENIBLE","DELEGACIÓN DE SEGURIDAD CIUDADANA, MOVILIDAD, PROTECCIÓN Y BIENESTAR ANIMAL","SEGURIDAD CIUDADANA","CUERPO DE POLICIA","CP","CP008","POLICÍA LOCAL","NS","F","C","C1","A.E.",21490,19436,,"TA0",
"ÁREA DE GOBIERNO DE ORDENACIÓN DEL TERRITORIO,  INFRAESTRUCTURAS Y DESARROLLO SOSTENIBLE","DELEGACIÓN DE SEGURIDAD CIUDADANA, MOVILIDAD, PROTECCIÓN Y BIENESTAR ANIMAL","SEGURIDAD CIUDADANA","CUERPO DE POLICIA","CP","CP008","POLICÍA LOCAL","NS","F","C","C1","A.E.",21490,19436,,"TA0",
"ÁREA DE GOBIERNO DE ORDENACIÓN DEL TERRITORIO,  INFRAESTRUCTURAS Y DESARROLLO SOSTENIBLE","DELEGACIÓN DE SEGURIDAD CIUDADANA, MOVILIDAD, PROTECCIÓN Y BIENESTAR ANIMAL","SEGURIDAD CIUDADANA","CUERPO DE POLICIA","CP","CP008","POLICÍA LOCAL","NS","F","C","C1","A.E.",21490,19436,,"TA0",
"ÁREA DE GOBIERNO DE ORDENACIÓN DEL TERRITORIO,  INFRAESTRUCTURAS Y DESARROLLO SOSTENIBLE","DELEGACIÓN DE SEGURIDAD CIUDADANA, MOVILIDAD, PROTECCIÓN Y BIENESTAR ANIMAL","SEGURIDAD CIUDADANA","CUERPO DE POLICIA","CP","CP008","POLICÍA LOCAL","NS","F","C","C1","A.E.",21490,19436,,"TA0",
"ÁREA DE GOBIERNO DE ORDENACIÓN DEL TERRITORIO,  INFRAESTRUCTURAS Y DESARROLLO SOSTENIBLE","DELEGACIÓN DE SEGURIDAD CIUDADANA, MOVILIDAD, PROTECCIÓN Y BIENESTAR ANIMAL","SEGURIDAD CIUDADANA","CUERPO DE POLICIA","CP","CP008","POLICÍA LOCAL","NS","F","C","C1","A.E.",21490,19436,,"TA0",
"ÁREA DE GOBIERNO DE ORDENACIÓN DEL TERRITORIO,  INFRAESTRUCTURAS Y DESARROLLO SOSTENIBLE","DELEGACIÓN DE SEGURIDAD CIUDADANA, MOVILIDAD, PROTECCIÓN Y BIENESTAR ANIMAL","SEGURIDAD CIUDADANA","CUERPO DE POLICIA","CP","CP008","POLICÍA LOCAL","NS","F","C","C1","A.E.",21490,19436,,"TA0",
"ÁREA DE GOBIERNO DE ORDENACIÓN DEL TERRITORIO,  INFRAESTRUCTURAS Y DESARROLLO SOSTENIBLE","DELEGACIÓN DE SEGURIDAD CIUDADANA, MOVILIDAD, PROTECCIÓN Y BIENESTAR ANIMAL","SEGURIDAD CIUDADANA","CUERPO DE POLICIA","CP","CP008","POLICÍA LOCAL","NS","F","C","C1","A.E.",21490,19436,,"TA0",
"ÁREA DE GOBIERNO DE ORDENACIÓN DEL TERRITORIO,  INFRAESTRUCTURAS Y DESARROLLO SOSTENIBLE","DELEGACIÓN DE SEGURIDAD CIUDADANA, MOVILIDAD, PROTECCIÓN Y BIENESTAR ANIMAL","SEGURIDAD CIUDADANA","CUERPO DE POLICIA","CP","CP008","POLICÍA LOCAL","NS","F","C","C1","A.E.",21490,19436,,"TA0",
"ÁREA DE GOBIERNO DE ORDENACIÓN DEL TERRITORIO,  INFRAESTRUCTURAS Y DESARROLLO SOSTENIBLE","DELEGACIÓN DE SEGURIDAD CIUDADANA, MOVILIDAD, PROTECCIÓN Y BIENESTAR ANIMAL","SEGURIDAD CIUDADANA","CUERPO DE POLICIA","CP","CP008","POLICÍA LOCAL","NS","F","C","C1","A.E.",21490,19436,,"TA0",
"ÁREA DE GOBIERNO DE ORDENACIÓN DEL TERRITORIO,  INFRAESTRUCTURAS Y DESARROLLO SOSTENIBLE","DELEGACIÓN DE SEGURIDAD CIUDADANA, MOVILIDAD, PROTECCIÓN Y BIENESTAR ANIMAL","SEGURIDAD CIUDADANA","CUERPO DE POLICIA","CP","CP008","POLICÍA LOCAL","NS","F","C","C1","A.E.",21490,19436,,"TA0",
"ÁREA DE GOBIERNO DE ORDENACIÓN DEL TERRITORIO,  INFRAESTRUCTURAS Y DESARROLLO SOSTENIBLE","DELEGACIÓN DE SEGURIDAD CIUDADANA, MOVILIDAD, PROTECCIÓN Y BIENESTAR ANIMAL","SEGURIDAD CIUDADANA","CUERPO DE POLICIA","CP","CP008","POLICÍA LOCAL","NS","F","C","C1","A.E.",21490,19436,,"TA0",
"ÁREA DE GOBIERNO DE ORDENACIÓN DEL TERRITORIO,  INFRAESTRUCTURAS Y DESARROLLO SOSTENIBLE","DELEGACIÓN DE SEGURIDAD CIUDADANA, MOVILIDAD, PROTECCIÓN Y BIENESTAR ANIMAL","SEGURIDAD CIUDADANA","CUERPO DE POLICIA","CP","CP008","POLICÍA LOCAL","NS","F","C","C1","A.E.",21490,19436,,"TA0",
"ÁREA DE GOBIERNO DE ORDENACIÓN DEL TERRITORIO,  INFRAESTRUCTURAS Y DESARROLLO SOSTENIBLE","DELEGACIÓN DE SEGURIDAD CIUDADANA, MOVILIDAD, PROTECCIÓN Y BIENESTAR ANIMAL","SEGURIDAD CIUDADANA","CUERPO DE POLICIA","CP","CP008","POLICÍA LOCAL","NS","F","C","C1","A.E.",21490,19436,,"TA0",
"ÁREA DE GOBIERNO DE ORDENACIÓN DEL TERRITORIO,  INFRAESTRUCTURAS Y DESARROLLO SOSTENIBLE","DELEGACIÓN DE SEGURIDAD CIUDADANA, MOVILIDAD, PROTECCIÓN Y BIENESTAR ANIMAL","SEGURIDAD CIUDADANA","CUERPO DE POLICIA","CP","CP008","POLICÍA LOCAL","NS","F","C","C1","A.E.",21490,19436,,"TA0",
"ÁREA DE GOBIERNO DE ORDENACIÓN DEL TERRITORIO,  INFRAESTRUCTURAS Y DESARROLLO SOSTENIBLE","DELEGACIÓN DE SEGURIDAD CIUDADANA, MOVILIDAD, PROTECCIÓN Y BIENESTAR ANIMAL","SEGURIDAD CIUDADANA","CUERPO DE POLICIA","CP","CP008","POLICÍA LOCAL","NS","F","C","C1","A.E.",21490,19436,,"TA0",
"ÁREA DE GOBIERNO DE ORDENACIÓN DEL TERRITORIO,  INFRAESTRUCTURAS Y DESARROLLO SOSTENIBLE","DELEGACIÓN DE SEGURIDAD CIUDADANA, MOVILIDAD, PROTECCIÓN Y BIENESTAR ANIMAL","SEGURIDAD CIUDADANA","CUERPO DE POLICIA","CP","CP008","POLICÍA LOCAL","NS","F","C","C1","A.E.",21490,19436,,"TA0",
"ÁREA DE GOBIERNO DE ORDENACIÓN DEL TERRITORIO,  INFRAESTRUCTURAS Y DESARROLLO SOSTENIBLE","DELEGACIÓN DE SEGURIDAD CIUDADANA, MOVILIDAD, PROTECCIÓN Y BIENESTAR ANIMAL","SEGURIDAD CIUDADANA","CUERPO DE POLICIA","CP","CP008","POLICÍA LOCAL","NS","F","C","C1","A.E.",21490,19436,,"TA0",
"ÁREA DE GOBIERNO DE ORDENACIÓN DEL TERRITORIO,  INFRAESTRUCTURAS Y DESARROLLO SOSTENIBLE","DELEGACIÓN DE SEGURIDAD CIUDADANA, MOVILIDAD, PROTECCIÓN Y BIENESTAR ANIMAL","SEGURIDAD CIUDADANA","CUERPO DE POLICIA","CP","CP008","POLICÍA LOCAL","NS","F","C","C1","A.E.",21490,19436,,"TA0",
"ÁREA DE GOBIERNO DE ORDENACIÓN DEL TERRITORIO,  INFRAESTRUCTURAS Y DESARROLLO SOSTENIBLE","DELEGACIÓN DE SEGURIDAD CIUDADANA, MOVILIDAD, PROTECCIÓN Y BIENESTAR ANIMAL","SEGURIDAD CIUDADANA","CUERPO DE POLICIA","CP","CP008","POLICÍA LOCAL","NS","F","C","C1","A.E.",21490,19436,,"TA0",
"ÁREA DE GOBIERNO DE ORDENACIÓN DEL TERRITORIO,  INFRAESTRUCTURAS Y DESARROLLO SOSTENIBLE","DELEGACIÓN DE SEGURIDAD CIUDADANA, MOVILIDAD, PROTECCIÓN Y BIENESTAR ANIMAL","SEGURIDAD CIUDADANA","CUERPO DE POLICIA","CP","CP008","POLICÍA LOCAL","NS","F","C","C1","A.E.",21490,19436,,"TA0",
"ÁREA DE GOBIERNO DE ORDENACIÓN DEL TERRITORIO,  INFRAESTRUCTURAS Y DESARROLLO SOSTENIBLE","DELEGACIÓN DE SEGURIDAD CIUDADANA, MOVILIDAD, PROTECCIÓN Y BIENESTAR ANIMAL","SEGURIDAD CIUDADANA","CUERPO DE POLICIA","CP","CP008","POLICÍA LOCAL","NS","F","C","C1","A.E.",21490,19436,,"TA0",
"ÁREA DE GOBIERNO DE ORDENACIÓN DEL TERRITORIO,  INFRAESTRUCTURAS Y DESARROLLO SOSTENIBLE","DELEGACIÓN DE SEGURIDAD CIUDADANA, MOVILIDAD, PROTECCIÓN Y BIENESTAR ANIMAL","SEGURIDAD CIUDADANA","CUERPO DE POLICIA","CP","CP008","POLICÍA LOCAL","NS","F","C","C1","A.E.",21490,19436,,"TA0",
"ÁREA DE GOBIERNO DE ORDENACIÓN DEL TERRITORIO,  INFRAESTRUCTURAS Y DESARROLLO SOSTENIBLE","DELEGACIÓN DE SEGURIDAD CIUDADANA, MOVILIDAD, PROTECCIÓN Y BIENESTAR ANIMAL","SEGURIDAD CIUDADANA","CUERPO DE POLICIA","CP","CP008","POLICÍA LOCAL","NS","F","C","C1","A.E.",21490,19436,,"TA0",
"ÁREA DE GOBIERNO DE ORDENACIÓN DEL TERRITORIO,  INFRAESTRUCTURAS Y DESARROLLO SOSTENIBLE","DELEGACIÓN DE SEGURIDAD CIUDADANA, MOVILIDAD, PROTECCIÓN Y BIENESTAR ANIMAL","SEGURIDAD CIUDADANA","CUERPO DE POLICIA","CP","CP008","POLICÍA LOCAL","NS","F","C","C1","A.E.",21490,19436,,"TA0",
"ÁREA DE GOBIERNO DE ORDENACIÓN DEL TERRITORIO,  INFRAESTRUCTURAS Y DESARROLLO SOSTENIBLE","DELEGACIÓN DE SEGURIDAD CIUDADANA, MOVILIDAD, PROTECCIÓN Y BIENESTAR ANIMAL","SEGURIDAD CIUDADANA","CUERPO DE POLICIA","CP","CP008","POLICÍA LOCAL","NS","F","C","C1","A.E.",21490,19436,,"TA0",
"ÁREA DE GOBIERNO DE ORDENACIÓN DEL TERRITORIO,  INFRAESTRUCTURAS Y DESARROLLO SOSTENIBLE","DELEGACIÓN DE SEGURIDAD CIUDADANA, MOVILIDAD, PROTECCIÓN Y BIENESTAR ANIMAL","SEGURIDAD CIUDADANA","CUERPO DE POLICIA","CP","CP008","POLICÍA LOCAL","NS","F","C","C1","A.E.",21490,19436,,"TA0",
"ÁREA DE GOBIERNO DE ORDENACIÓN DEL TERRITORIO,  INFRAESTRUCTURAS Y DESARROLLO SOSTENIBLE","DELEGACIÓN DE SEGURIDAD CIUDADANA, MOVILIDAD, PROTECCIÓN Y BIENESTAR ANIMAL","SEGURIDAD CIUDADANA","CUERPO DE POLICIA","CP","CP008","POLICÍA LOCAL","NS","F","C","C1","A.E.",21490,19436,,"TA0",
"ÁREA DE GOBIERNO DE ORDENACIÓN DEL TERRITORIO,  INFRAESTRUCTURAS Y DESARROLLO SOSTENIBLE","DELEGACIÓN DE SEGURIDAD CIUDADANA, MOVILIDAD, PROTECCIÓN Y BIENESTAR ANIMAL","SEGURIDAD CIUDADANA","CUERPO DE POLICIA","CP","CP008","POLICÍA LOCAL","NS","F","C","C1","A.E.",21490,19436,,"TA0",
"ÁREA DE GOBIERNO DE ORDENACIÓN DEL TERRITORIO,  INFRAESTRUCTURAS Y DESARROLLO SOSTENIBLE","DELEGACIÓN DE SEGURIDAD CIUDADANA, MOVILIDAD, PROTECCIÓN Y BIENESTAR ANIMAL","SEGURIDAD CIUDADANA","CUERPO DE POLICIA","CP","CP008","POLICÍA LOCAL","NS","F","C","C1","A.E.",21490,19436,,"TA0",
"ÁREA DE GOBIERNO DE ORDENACIÓN DEL TERRITORIO,  INFRAESTRUCTURAS Y DESARROLLO SOSTENIBLE","DELEGACIÓN DE SEGURIDAD CIUDADANA, MOVILIDAD, PROTECCIÓN Y BIENESTAR ANIMAL","SEGURIDAD CIUDADANA","CUERPO DE POLICIA","CP","CP008","POLICÍA LOCAL","NS","F","C","C1","A.E.",21490,19436,,"TA0",
"ÁREA DE GOBIERNO DE ORDENACIÓN DEL TERRITORIO,  INFRAESTRUCTURAS Y DESARROLLO SOSTENIBLE","DELEGACIÓN DE SEGURIDAD CIUDADANA, MOVILIDAD, PROTECCIÓN Y BIENESTAR ANIMAL","SEGURIDAD CIUDADANA","CUERPO DE POLICIA","CP","CP008","POLICÍA LOCAL","NS","F","C","C1","A.E.",21490,19436,,"TA0",
"ÁREA DE GOBIERNO DE ORDENACIÓN DEL TERRITORIO,  INFRAESTRUCTURAS Y DESARROLLO SOSTENIBLE","DELEGACIÓN DE SEGURIDAD CIUDADANA, MOVILIDAD, PROTECCIÓN Y BIENESTAR ANIMAL","SEGURIDAD CIUDADANA","CUERPO DE POLICIA","CP","CP008","POLICÍA LOCAL","NS","F","C","C1","A.E.",21490,19436,,"TA0",
"ÁREA DE GOBIERNO DE ORDENACIÓN DEL TERRITORIO,  INFRAESTRUCTURAS Y DESARROLLO SOSTENIBLE","DELEGACIÓN DE SEGURIDAD CIUDADANA, MOVILIDAD, PROTECCIÓN Y BIENESTAR ANIMAL","SEGURIDAD CIUDADANA","CUERPO DE POLICIA","CP","CP008","POLICÍA LOCAL","NS","F","C","C1","A.E.",21490,19436,,"TA0",
"ÁREA DE GOBIERNO DE ORDENACIÓN DEL TERRITORIO,  INFRAESTRUCTURAS Y DESARROLLO SOSTENIBLE","DELEGACIÓN DE SEGURIDAD CIUDADANA, MOVILIDAD, PROTECCIÓN Y BIENESTAR ANIMAL","SEGURIDAD CIUDADANA","CUERPO DE POLICIA","CP","CP008","POLICÍA LOCAL","NS","F","C","C1","A.E.",21490,19436,,"TA0",
"ÁREA DE GOBIERNO DE ORDENACIÓN DEL TERRITORIO,  INFRAESTRUCTURAS Y DESARROLLO SOSTENIBLE","DELEGACIÓN DE SEGURIDAD CIUDADANA, MOVILIDAD, PROTECCIÓN Y BIENESTAR ANIMAL","SEGURIDAD CIUDADANA","CUERPO DE POLICIA","CP","CP008","POLICÍA LOCAL","NS","F","C","C1","A.E.",21490,19436,,"TA0",
"ÁREA DE GOBIERNO DE ORDENACIÓN DEL TERRITORIO,  INFRAESTRUCTURAS Y DESARROLLO SOSTENIBLE","DELEGACIÓN DE SEGURIDAD CIUDADANA, MOVILIDAD, PROTECCIÓN Y BIENESTAR ANIMAL","SEGURIDAD CIUDADANA","CUERPO DE POLICIA","CP","CP008","POLICÍA LOCAL","NS","F","C","C1","A.E.",21490,19436,,"TA0",
"ÁREA DE GOBIERNO DE ORDENACIÓN DEL TERRITORIO,  INFRAESTRUCTURAS Y DESARROLLO SOSTENIBLE","DELEGACIÓN DE SEGURIDAD CIUDADANA, MOVILIDAD, PROTECCIÓN Y BIENESTAR ANIMAL","SEGURIDAD CIUDADANA","CUERPO DE POLICIA","CP","CP008","POLICÍA LOCAL","NS","F","C","C1","A.E.",21490,19436,,"TA0",
"ÁREA DE GOBIERNO DE ORDENACIÓN DEL TERRITORIO,  INFRAESTRUCTURAS Y DESARROLLO SOSTENIBLE","DELEGACIÓN DE SEGURIDAD CIUDADANA, MOVILIDAD, PROTECCIÓN Y BIENESTAR ANIMAL","SEGURIDAD CIUDADANA","CUERPO DE POLICIA","CP","CP008","POLICÍA LOCAL","NS","F","C","C1","A.E.",21490,19436,,"TA0",
"ÁREA DE GOBIERNO DE ORDENACIÓN DEL TERRITORIO,  INFRAESTRUCTURAS Y DESARROLLO SOSTENIBLE","DELEGACIÓN DE SEGURIDAD CIUDADANA, MOVILIDAD, PROTECCIÓN Y BIENESTAR ANIMAL","SEGURIDAD CIUDADANA","CUERPO DE POLICIA","CP","CP008","POLICÍA LOCAL","NS","F","C","C1","A.E.",21490,19436,,"TA0",
"ÁREA DE GOBIERNO DE ORDENACIÓN DEL TERRITORIO,  INFRAESTRUCTURAS Y DESARROLLO SOSTENIBLE","DELEGACIÓN DE SEGURIDAD CIUDADANA, MOVILIDAD, PROTECCIÓN Y BIENESTAR ANIMAL","SEGURIDAD CIUDADANA","CUERPO DE POLICIA","CP","CP008","POLICÍA LOCAL","NS","F","C","C1","A.E.",21490,19436,,"TA0",
"ÁREA DE GOBIERNO DE ORDENACIÓN DEL TERRITORIO,  INFRAESTRUCTURAS Y DESARROLLO SOSTENIBLE","DELEGACIÓN DE SEGURIDAD CIUDADANA, MOVILIDAD, PROTECCIÓN Y BIENESTAR ANIMAL","SEGURIDAD CIUDADANA","CUERPO DE POLICIA","CP","CP008","POLICÍA LOCAL","NS","F","C","C1","A.E.",21490,19436,,"TA0",
"ÁREA DE GOBIERNO DE ORDENACIÓN DEL TERRITORIO,  INFRAESTRUCTURAS Y DESARROLLO SOSTENIBLE","DELEGACIÓN DE SEGURIDAD CIUDADANA, MOVILIDAD, PROTECCIÓN Y BIENESTAR ANIMAL","SEGURIDAD CIUDADANA","CUERPO DE POLICIA","CP","CP008","POLICÍA LOCAL","NS","F","C","C1","A.E.",21490,19436,,"TA0",
"ÁREA DE GOBIERNO DE ORDENACIÓN DEL TERRITORIO,  INFRAESTRUCTURAS Y DESARROLLO SOSTENIBLE","DELEGACIÓN DE SEGURIDAD CIUDADANA, MOVILIDAD, PROTECCIÓN Y BIENESTAR ANIMAL","SEGURIDAD CIUDADANA","CUERPO DE POLICIA","CP","CP008","POLICÍA LOCAL","NS","F","C","C1","A.E.",21490,19436,,"TA0",
"ÁREA DE GOBIERNO DE ORDENACIÓN DEL TERRITORIO,  INFRAESTRUCTURAS Y DESARROLLO SOSTENIBLE","DELEGACIÓN DE SEGURIDAD CIUDADANA, MOVILIDAD, PROTECCIÓN Y BIENESTAR ANIMAL","SEGURIDAD CIUDADANA","CUERPO DE POLICIA","CP","CP008","POLICÍA LOCAL","NS","F","C","C1","A.E.",21490,19436,,"TA0",
"ÁREA DE GOBIERNO DE ORDENACIÓN DEL TERRITORIO,  INFRAESTRUCTURAS Y DESARROLLO SOSTENIBLE","DELEGACIÓN DE SEGURIDAD CIUDADANA, MOVILIDAD, PROTECCIÓN Y BIENESTAR ANIMAL","SEGURIDAD CIUDADANA","CUERPO DE POLICIA","CP","CP008","POLICÍA LOCAL","NS","F","C","C1","A.E.",21490,19436,,"TA0",
"ÁREA DE GOBIERNO DE ORDENACIÓN DEL TERRITORIO,  INFRAESTRUCTURAS Y DESARROLLO SOSTENIBLE","DELEGACIÓN DE SEGURIDAD CIUDADANA, MOVILIDAD, PROTECCIÓN Y BIENESTAR ANIMAL","SEGURIDAD CIUDADANA","CUERPO DE POLICIA","CP","CP008","POLICÍA LOCAL","NS","F","C","C1","A.E.",21490,19436,,"TA0",
"ÁREA DE GOBIERNO DE ORDENACIÓN DEL TERRITORIO,  INFRAESTRUCTURAS Y DESARROLLO SOSTENIBLE","DELEGACIÓN DE SEGURIDAD CIUDADANA, MOVILIDAD, PROTECCIÓN Y BIENESTAR ANIMAL","SEGURIDAD CIUDADANA","CUERPO DE POLICIA","CP","CP008","POLICÍA LOCAL","NS","F","C","C1","A.E.",21490,19436,,"TA0",
"ÁREA DE GOBIERNO DE ORDENACIÓN DEL TERRITORIO,  INFRAESTRUCTURAS Y DESARROLLO SOSTENIBLE","DELEGACIÓN DE SEGURIDAD CIUDADANA, MOVILIDAD, PROTECCIÓN Y BIENESTAR ANIMAL","SEGURIDAD CIUDADANA","CUERPO DE POLICIA","CP","CP008","POLICÍA LOCAL","NS","F","C","C1","A.E.",21490,19436,,"TA0",
"ÁREA DE GOBIERNO DE ORDENACIÓN DEL TERRITORIO,  INFRAESTRUCTURAS Y DESARROLLO SOSTENIBLE","DELEGACIÓN DE SEGURIDAD CIUDADANA, MOVILIDAD, PROTECCIÓN Y BIENESTAR ANIMAL","SEGURIDAD CIUDADANA","CUERPO DE POLICIA","CP","CP008","POLICÍA LOCAL","NS","F","C","C1","A.E.",21490,19436,,"TA0",
"ÁREA DE GOBIERNO DE ORDENACIÓN DEL TERRITORIO,  INFRAESTRUCTURAS Y DESARROLLO SOSTENIBLE","DELEGACIÓN DE SEGURIDAD CIUDADANA, MOVILIDAD, PROTECCIÓN Y BIENESTAR ANIMAL","SEGURIDAD CIUDADANA","CUERPO DE POLICIA","CP","CP008","POLICÍA LOCAL","NS","F","C","C1","A.E.",21490,19436,,"TA0",
"ÁREA DE GOBIERNO DE ORDENACIÓN DEL TERRITORIO,  INFRAESTRUCTURAS Y DESARROLLO SOSTENIBLE","DELEGACIÓN DE SEGURIDAD CIUDADANA, MOVILIDAD, PROTECCIÓN Y BIENESTAR ANIMAL","SEGURIDAD CIUDADANA","CUERPO DE POLICIA","CP","CP008","POLICÍA LOCAL","NS","F","C","C1","A.E.",21490,19436,,"TA0",
"ÁREA DE GOBIERNO DE ORDENACIÓN DEL TERRITORIO,  INFRAESTRUCTURAS Y DESARROLLO SOSTENIBLE","DELEGACIÓN DE SEGURIDAD CIUDADANA, MOVILIDAD, PROTECCIÓN Y BIENESTAR ANIMAL","SEGURIDAD CIUDADANA","CUERPO DE POLICIA","CP","CP008","POLICÍA LOCAL","NS","F","C","C1","A.E.",21490,19436,,"TA0",
"ÁREA DE GOBIERNO DE ORDENACIÓN DEL TERRITORIO,  INFRAESTRUCTURAS Y DESARROLLO SOSTENIBLE","DELEGACIÓN DE SEGURIDAD CIUDADANA, MOVILIDAD, PROTECCIÓN Y BIENESTAR ANIMAL","SEGURIDAD CIUDADANA","CUERPO DE POLICIA","CP","CP008","POLICÍA LOCAL","NS","F","C","C1","A.E.",21490,19436,,"TA0",
"ÁREA DE GOBIERNO DE ORDENACIÓN DEL TERRITORIO,  INFRAESTRUCTURAS Y DESARROLLO SOSTENIBLE","DELEGACIÓN DE SEGURIDAD CIUDADANA, MOVILIDAD, PROTECCIÓN Y BIENESTAR ANIMAL","SEGURIDAD CIUDADANA","CUERPO DE POLICIA","CP","CP008","POLICÍA LOCAL","NS","F","C","C1","A.E.",21490,19436,,"TA0",
"ÁREA DE GOBIERNO DE ORDENACIÓN DEL TERRITORIO,  INFRAESTRUCTURAS Y DESARROLLO SOSTENIBLE","DELEGACIÓN DE SEGURIDAD CIUDADANA, MOVILIDAD, PROTECCIÓN Y BIENESTAR ANIMAL","SEGURIDAD CIUDADANA","CUERPO DE POLICIA","CP","CP008","POLICÍA LOCAL","NS","F","C","C1","A.E.",21490,19436,,"TA0",
